PLAYER_ID,PLAYER_NAME,SEASON_LABEL,OFF_SPEED,DEF_SPEED,TIME_PER_TOUCH,DRIBBLES_PER_TOUCH,PTS_PER_TOUCH,DRIVE_PCT,CATCH_SHOOT_PCT,PULL_UP_PCT,PAINT_TOUCH_PCT
2430,Carlos Boozer,2013-14,3.87,3.61,1.64,0.45,0.23718846261551385,0.089728453364817,0.3659976387249115,0.09208972845336481,0.45218417945690675
2546,Carmelo Anthony,2013-14,3.87,3.65,3.51,2.35,0.3231627906976744,0.1652274035693725,0.3626943005181347,0.34254461715601614,0.12953367875647667
2406,Caron Butler,2013-14,4.0,3.71,2.02,0.85,0.2471131639722864,0.05794392523364486,0.6242990654205608,0.2635514018691589,0.05420560747663551
201858,Cartier Martin,2013-14,4.68,4.05,1.94,1.14,0.2666051660516605,0.07612456747404844,0.629757785467128,0.13494809688581316,0.15916955017301038
202718,Chandler Parsons,2013-14,4.75,3.95,2.49,1.48,0.21446271682811444,0.3434873949579832,0.4054621848739496,0.12184873949579832,0.12920168067226892
101112,Channing Frye,2013-14,4.35,3.52,1.42,0.25,0.2053639846743295,0.043532338308457715,0.7350746268656716,0.0708955223880597,0.15049751243781095
201978,Chase Budinger,2013-14,4.51,3.82,1.56,0.67,0.2622169249106079,0.15454545454545454,0.6136363636363636,0.09545454545454546,0.13636363636363635
1497,Chauncey Billups,2013-14,4.21,3.72,5.01,4.45,0.11304347826086956,0.1076923076923077,0.47692307692307695,0.4153846153846154,0.0
2365,Chris Andersen,2013-14,4.13,4.14,1.33,0.19,0.2621359223300971,0.018518518518518517,0.06613756613756613,0.005291005291005291,0.91005291005291
2547,Chris Bosh,2013-14,3.87,3.77,1.52,0.48,0.28027593254982114,0.12306289881494986,0.4439380127620784,0.08659981768459435,0.3463992707383774
201604,Chris Douglas-Roberts,2013-14,4.46,4.05,2.42,1.3,0.24256951102588686,0.2490118577075099,0.5691699604743083,0.08300395256916997,0.09881422924901186
203187,Chris Johnson,2013-14,5.08,4.27,1.68,0.87,0.2259825327510917,0.0821256038647343,0.6038647342995169,0.07729468599033816,0.23671497584541062
2549,Chris Kaman,2013-14,4.5,3.97,1.78,0.61,0.22866449511400652,0.08262108262108261,0.2905982905982906,0.11965811965811966,0.5071225071225072
101108,Chris Paul,2013-14,4.52,3.62,5.03,4.63,0.1720375965088956,0.35609756097560974,0.13365853658536586,0.48292682926829267,0.027317073170731707
202698,Chris Singleton,2013-14,4.53,4.08,1.82,0.78,0.16321243523316062,0.1746031746031746,0.36507936507936506,0.19047619047619047,0.2698412698412698
101236,Chuck Hayes,2013-14,4.11,3.81,1.59,0.35,0.09073900841908325,0.061855670103092786,0.041237113402061855,0.0,0.8969072164948454
203469,Cody Zeller,2013-14,5.13,4.03,1.49,0.41,0.11163227016885553,0.3081232492997199,0.14565826330532214,0.10084033613445378,0.44537815126050423
201147,Corey Brewer,2013-14,4.23,4.1,1.84,0.96,0.16803537586860393,0.2631578947368421,0.3684210526315789,0.09398496240601503,0.2744360902255639
202709,Cory Joseph,2013-14,5.03,4.41,3.75,3.83,0.144912641315519,0.39361702127659576,0.1950354609929078,0.25177304964539005,0.1595744680851064
201584,Courtney Lee,2013-14,4.49,4.06,2.65,1.85,0.23477297895902546,0.20440251572327045,0.40408805031446543,0.32547169811320753,0.0660377358490566
201571,D.J. Augustin,2013-14,4.63,3.91,5.61,6.17,0.1474006116207951,0.24343015214384509,0.3112033195020747,0.4190871369294606,0.02627939142461964
203081,Damian Lillard,2013-14,4.66,3.89,5.31,5.23,0.20583983810349812,0.34480337078651685,0.2675561797752809,0.35463483146067415,0.03300561797752809
202350,Daniel Orton,2013-14,4.53,3.79,1.59,0.4,0.10918114143920596,0.0,0.2727272727272727,0.045454545454545456,0.6818181818181818
101122,Danny Granger,2013-14,4.28,3.92,2.24,1.09,0.24750679963735267,0.13553113553113552,0.5787545787545788,0.10622710622710622,0.1794871794871795
201980,Danny Green,2013-14,5.03,4.25,1.99,1.02,0.2157170923379175,0.09289617486338798,0.5974499089253188,0.2185792349726776,0.09107468123861566
201967,Dante Cunningham,2013-14,4.69,4.18,1.5,0.28,0.16173361522198731,0.05228758169934641,0.5969498910675382,0.008714596949891068,0.3420479302832244
203121,Darius Miller,2013-14,4.23,3.81,2.44,1.23,0.24826629680998613,0.18435754189944134,0.5698324022346368,0.21787709497206703,0.027932960893854747
202721,Darius Morris,2013-14,4.78,4.52,4.69,4.47,0.12296296296296297,0.30120481927710846,0.3373493975903614,0.26506024096385544,0.0963855421686747
201589,Darrell Arthur,2013-14,4.47,3.81,1.32,0.28,0.21058893515764426,0.03954802259887006,0.7005649717514124,0.07344632768361582,0.1864406779661017
201954,Darren Collison,2013-14,4.61,4.16,4.36,4.06,0.15715579710144928,0.3170028818443804,0.2968299711815562,0.3472622478386167,0.03890489913544669
101135,David Lee,2013-14,4.43,3.88,1.85,0.8,0.1896884477529639,0.1933139534883721,0.11918604651162791,0.040697674418604654,0.6468023255813954
2561,David West,2013-14,3.89,3.53,1.75,0.53,0.17170111287758347,0.1423611111111111,0.3888888888888889,0.13425925925925927,0.33449074074074076
201599,DeAndre Jordan,2013-14,4.15,3.71,1.17,0.19,0.18031164976502598,0.0027434842249657062,0.0,0.0027434842249657062,0.9945130315500685
201971,DeJuan Blair,2013-14,3.95,3.97,1.44,0.4,0.21957340025094102,0.011428571428571429,0.10857142857142857,0.03428571428571429,0.8457142857142858
201942,DeMar DeRozan,2013-14,4.43,3.8,3.33,2.57,0.28288925895087425,0.34216335540838855,0.26048565121412803,0.34363502575423105,0.05371596762325239
202326,DeMarcus Cousins,2013-14,3.88,3.76,2.25,0.89,0.22038444345105052,0.22515212981744423,0.20486815415821502,0.10141987829614604,0.4685598377281947
201960,DeMarre Carroll,2013-14,4.23,3.99,2.12,1.12,0.1853932584269663,0.11802232854864433,0.49920255183413076,0.07655502392344497,0.3062200956937799
203471,Dennis Schröder,2013-14,4.91,4.16,4.61,4.35,0.10279101429543908,0.5629139072847682,0.2052980132450331,0.2052980132450331,0.026490066225165563
965,Derek Fisher,2013-14,4.37,3.69,3.76,3.31,0.1790352504638219,0.09326424870466321,0.5621761658031088,0.3238341968911917,0.02072538860103627
101114,Deron Williams,2013-14,4.56,3.8,5.09,4.79,0.15725160256410256,0.30828025477707005,0.3273885350318471,0.3248407643312102,0.03949044585987261
202324,Derrick Favors,2013-14,4.39,3.93,1.63,0.42,0.14459325396825398,0.025728987993138937,0.14065180102915953,0.0823327615780446,0.7512864493996569
202682,Derrick Williams,2013-14,4.34,3.9,2.18,0.98,0.17497812773403323,0.1725,0.225,0.17,0.4325
2734,Devin Harris,2013-14,4.55,3.74,5.18,5.19,0.12157448928749377,0.44672131147540983,0.27459016393442626,0.2459016393442623,0.03278688524590164
203473,Dewayne Dedmon,2013-14,4.69,4.03,1.44,0.27,0.13667820069204153,0.05063291139240506,0.12658227848101267,0.05063291139240506,0.7721518987341772
203197,Diante Garrett,2013-14,4.66,4.09,4.7,4.78,0.09991460290350128,0.29914529914529914,0.4188034188034188,0.23076923076923078,0.05128205128205128
203079,Dion Waiters,2013-14,4.64,3.81,3.77,3.24,0.2880695443645084,0.32049947970863685,0.3048907388137357,0.33610822060353795,0.03850156087408949
1717,Dirk Nowitzki,2013-14,4.02,3.59,1.83,0.49,0.27294589178356715,0.04552129221732746,0.5844346549192364,0.30323054331864907,0.06681350954478708
202700,Donatas Motiejunas,2013-14,4.84,4.21,1.36,0.45,0.1389937106918239,0.10407239819004525,0.3393665158371041,0.01809954751131222,0.5384615384615384
2748,Dorell Wright,2013-14,4.54,4.02,2.09,1.11,0.20216606498194944,0.10714285714285714,0.7035714285714286,0.1357142857142857,0.05357142857142857
203117,Doron Lamb,2013-14,4.48,3.96,2.25,1.35,0.21148825065274152,0.14814814814814814,0.6049382716049383,0.24691358024691357,0.0
203110,Draymond Green,2013-14,4.47,3.83,1.95,0.9,0.13604060913705585,0.12437810945273632,0.46766169154228854,0.09701492537313433,0.31094527363184077
2400,Drew Gooden,2013-14,4.38,3.9,1.78,0.5,0.2257100149476831,0.10596026490066225,0.4768211920529801,0.059602649006622516,0.3576158940397351
2730,Dwight Howard,2013-14,4.18,3.58,2.02,0.73,0.16048502139800286,0.034074074074074076,0.02074074074074074,0.0,0.9451851851851852
2548,Dwyane Wade,2013-14,4.38,3.84,3.74,3.09,0.22824403840198204,0.34328358208955223,0.0773405698778833,0.3175033921302578,0.2618724559023066
202734,E'Twaun Moore,2013-14,4.59,4.09,3.39,3.18,0.21368861024033436,0.2787286063569682,0.3691931540342298,0.2860635696821516,0.06601466992665037
201947,Earl Clark,2013-14,4.8,4.12,1.83,0.92,0.22107243650047037,0.2127659574468085,0.6212765957446809,0.1148936170212766,0.05106382978723404
202334,Ed Davis,2013-14,4.47,4.17,1.63,0.45,0.21367521367521367,0.016666666666666666,0.16666666666666666,0.02666666666666667,0.79
202327,Ekpe Udoh,2013-14,4.21,3.84,1.66,0.46,0.08983666061705989,0.0707070707070707,0.20202020202020202,0.16161616161616163,0.5656565656565656
202343,Elliot Williams,2013-14,4.51,4.29,2.6,1.67,0.19401947148817802,0.3118279569892473,0.34767025089605735,0.15770609318996415,0.1827956989247312
1882,Elton Brand,2013-14,4.16,3.76,1.5,0.44,0.15991379310344828,0.09703504043126684,0.42587601078167114,0.05929919137466307,0.41778975741239893
202683,Enes Freedom,2013-14,4.21,3.94,1.96,0.58,0.21339950372208435,0.055232558139534885,0.26744186046511625,0.05232558139534884,0.625
202339,Eric Bledsoe,2013-14,4.38,3.84,5.33,5.08,0.18784710878797778,0.44173913043478263,0.13043478260869565,0.35304347826086957,0.07478260869565218
201569,Eric Gordon,2013-14,4.6,3.72,3.19,2.56,0.2726928895612708,0.3564493758668516,0.3606102635228849,0.24410540915395285,0.038834951456310676
201953,Eric Maynor,2013-14,4.61,4.12,4.6,3.92,0.0872093023255814,0.22666666666666666,0.48,0.26666666666666666,0.02666666666666667
101141,Ersan Ilyasova,2013-14,4.41,3.72,1.49,0.47,0.18601348952786653,0.08396946564885496,0.44656488549618323,0.08969465648854962,0.3797709923664122
203095,Evan Fournier,2013-14,4.88,4.05,3.11,2.5,0.2371415566681839,0.31669865642994244,0.43953934740882916,0.1727447216890595,0.0710172744721689
202323,Evan Turner,2013-14,4.57,3.86,3.18,2.41,0.22790152403282532,0.4063786008230453,0.21604938271604937,0.27983539094650206,0.09773662551440329
101128,Francisco Garcia,2013-14,4.28,3.97,1.97,1.11,0.22947045280122794,0.17391304347826086,0.6789297658862876,0.08695652173913043,0.06020066889632107
202390,Gary Neal,2013-14,4.6,3.69,2.83,1.89,0.2801578354002255,0.2575452716297787,0.3319919517102616,0.4084507042253521,0.002012072434607646
201588,George Hill,2013-14,4.32,3.9,4.99,4.87,0.12223691668241073,0.26120556414219476,0.38639876352395675,0.21792890262751158,0.13446676970633695
101123,Gerald Green,2013-14,4.45,4.01,2.73,1.65,0.34970911441499675,0.1534195933456562,0.4824399260628466,0.31053604436229204,0.053604436229205174
201945,Gerald Henderson,2013-14,4.86,4.02,2.36,1.2,0.20826203862136397,0.24413145539906103,0.24882629107981222,0.38967136150234744,0.11737089201877934
2222,Gerald Wallace,2013-14,4.25,3.84,2.38,1.28,0.09292649098474341,0.19900497512437812,0.3283582089552239,0.014925373134328358,0.4577114427860697
203507,Giannis Antetokounmpo,2013-14,4.84,4.02,2.27,1.31,0.11683532658693652,0.24934383202099739,0.26246719160104987,0.12335958005249344,0.3648293963254593
201175,Glen Davis,2013-14,4.05,3.78,1.77,0.51,0.19218626677190212,0.07802874743326489,0.4537987679671458,0.08829568788501027,0.3798767967145791
201609,Goran Dragic,2013-14,4.83,3.94,5.29,5.3,0.1937762825904121,0.4184027777777778,0.1814236111111111,0.3480902777777778,0.052083333333333336
202330,Gordon Hayward,2013-14,4.68,3.89,3.23,2.55,0.17040686006203248,0.2751605995717345,0.3361884368308351,0.3094218415417559,0.07922912205567452
203476,Gorgui Dieng,2013-14,4.2,3.99,1.68,0.37,0.22707034728406056,0.03137254901960784,0.13333333333333333,0.058823529411764705,0.7764705882352941
202328,Greg Monroe,2013-14,4.1,3.85,2.08,0.59,0.19195266272189349,0.2786683107274969,0.1060419235511714,0.02219482120838471,0.593094944512947
201880,Greg Stiemsma,2013-14,4.56,3.86,1.56,0.26,0.0840821566110398,0.022900763358778626,0.10687022900763359,0.015267175572519083,0.8549618320610687
202349,Greivis Vasquez,2013-14,4.6,3.93,5.35,4.88,0.15334088335220838,0.3087149187592319,0.3988183161004431,0.2614475627769572,0.0310192023633678
202970,Gustavo Ayon,2013-14,4.74,3.88,1.37,0.32,0.09375,0.1282051282051282,0.10256410256410256,0.0,0.7692307692307693
203084,Harrison Barnes,2013-14,4.83,4.04,2.85,1.85,0.23390112172829247,0.30017761989342806,0.3960923623445826,0.17584369449378331,0.12788632326820604
2045,Hedo Turkoglu,2013-14,4.56,3.96,1.94,0.84,0.13089005235602094,0.08,0.59,0.25,0.08
203156,Henry Sims,2013-14,4.47,4.01,1.59,0.35,0.19376899696048633,0.058823529411764705,0.26666666666666666,0.01568627450980392,0.6588235294117647
203138,Hollis Thompson,2013-14,4.87,4.18,1.76,0.82,0.21448313985627418,0.15721649484536082,0.5618556701030928,0.06958762886597938,0.211340206185567
101133,Ian Mahinmi,2013-14,4.14,3.98,1.36,0.25,0.16785998408910102,0.009478672985781991,0.10426540284360189,0.0,0.8862559241706162
202697,Iman Shumpert,2013-14,4.38,4.23,2.45,1.69,0.1769983686786297,0.14055299539170507,0.4976958525345622,0.25806451612903225,0.10368663594470046
203477,Isaiah Canaan,2013-14,4.82,4.19,3.81,3.79,0.1641509433962264,0.28735632183908044,0.5057471264367817,0.1839080459770115,0.022988505747126436
202738,Isaiah Thomas,2013-14,4.51,3.69,5.98,6.11,0.19776741086304564,0.3959561920808762,0.17438921651221567,0.3984835720303286,0.031171019376579612
202397,Ish Smith,2013-14,4.97,4.36,5.06,5.17,0.08581591818586039,0.6321243523316062,0.0,0.2849740932642487,0.08290155440414508
200826,J.J. Barea,2013-14,4.87,3.78,5.03,5.26,0.16001072098633073,0.4204355108877722,0.16415410385259632,0.3869346733668342,0.02847571189279732
201581,JJ Hickson,2013-14,4.57,4.01,1.66,0.53,0.18524536886577836,0.06140350877192982,0.14035087719298245,0.056140350877192984,0.7421052631578947
200755,JJ Redick,2013-14,5.18,4.11,1.82,1.13,0.3161711385061639,0.12614678899082568,0.5711009174311926,0.2706422018348624,0.03211009174311927
2747,JR Smith,2013-14,4.2,3.78,3.31,2.52,0.24776785714285715,0.17017017017017017,0.4994994994994995,0.30430430430430433,0.026026026026026026
203109,Jae Crowder,2013-14,4.52,4.14,1.74,0.77,0.15673289183222958,0.1056338028169014,0.5563380281690141,0.11971830985915492,0.21830985915492956
2037,Jamal Crawford,2013-14,4.39,3.73,3.39,2.76,0.29756795422031473,0.18942307692307692,0.35192307692307695,0.41057692307692306,0.04807692307692308
2749,Jameer Nelson,2013-14,4.25,3.64,5.36,5.22,0.15059499384489125,0.29291553133514986,0.2670299727520436,0.40054495912806537,0.039509536784741145
202341,James Anderson,2013-14,4.76,4.22,2.12,1.31,0.24733727810650888,0.19457735247208932,0.47527910685805425,0.16427432216905902,0.16586921850079744
201935,James Harden,2013-14,3.89,3.54,4.36,3.66,0.23651215805471124,0.334136546184739,0.2457831325301205,0.3686746987951807,0.05140562248995984
201949,James Johnson,2013-14,4.51,4.04,2.6,1.77,0.21601104209799862,0.41214057507987223,0.23961661341853036,0.06070287539936102,0.28753993610223644
2592,James Jones,2013-14,4.5,4.01,1.44,0.29,0.30201342281879195,0.022222222222222223,0.8666666666666667,0.08888888888888889,0.022222222222222223
202686,Jan Vesely,2013-14,4.84,4.24,1.23,0.33,0.13448275862068965,0.03205128205128205,0.05128205128205128,0.01282051282051282,0.9038461538461539
201162,Jared Dudley,2013-14,4.58,4.06,1.46,0.51,0.22540592168099333,0.06567796610169492,0.7542372881355932,0.09957627118644068,0.08050847457627118
203096,Jared Sullinger,2013-14,4.14,3.77,1.78,0.57,0.2367601246105919,0.07775119617224881,0.3038277511961722,0.09330143540669857,0.5251196172248804
101127,Jarrett Jack,2013-14,4.58,3.77,4.57,4.11,0.16006130939347493,0.31600547195622436,0.19151846785225718,0.4774281805745554,0.015047879616963064
202363,Jarvis Varnado,2013-14,4.36,3.86,1.41,0.28,0.15789473684210525,0.0,0.29333333333333333,0.02666666666666667,0.68
101131,Jason Maxiell,2013-14,4.45,3.96,1.29,0.31,0.15602836879432624,0.011363636363636364,0.25,0.06818181818181818,0.6704545454545454
201160,Jason Smith,2013-14,4.83,3.87,1.43,0.25,0.17950435365036838,0.06343283582089553,0.664179104477612,0.04477611940298507,0.22761194029850745
1891,Jason Terry,2013-14,4.46,3.86,2.52,1.86,0.18393782383419688,0.07042253521126761,0.647887323943662,0.28169014084507044,0.0
201574,Jason Thompson,2013-14,4.46,4.05,1.59,0.43,0.14803312629399587,0.023310023310023312,0.1958041958041958,0.046620046620046623,0.7342657342657343
202399,Jeff Adrien,2013-14,4.13,3.8,1.71,0.51,0.224345364472753,0.0946372239747634,0.12618296529968454,0.04416403785488959,0.7350157728706624
201965,Jeff Ayres,2013-14,4.74,3.9,1.46,0.29,0.13399339933993398,0.009852216748768473,0.09852216748768473,0.009852216748768473,0.8817733990147784
201145,Jeff Green,2013-14,4.3,3.74,2.59,1.49,0.25048123195380173,0.2612872238232469,0.38232468780019213,0.21805955811719502,0.138328530259366
201952,Jeff Teague,2013-14,4.37,3.49,5.04,5.09,0.1509403107113655,0.5276273022751896,0.13434452871072589,0.30985915492957744,0.028169014084507043
203481,Jeff Withey,2013-14,4.71,4.06,1.52,0.31,0.14388489208633093,0.1357142857142857,0.11428571428571428,0.0,0.75
203106,Jeffery Taylor,2013-14,4.75,4.07,1.93,0.86,0.2089171974522293,0.18292682926829268,0.3780487804878049,0.07317073170731707,0.36585365853658536
202379,Jeremy Evans,2013-14,4.66,4.21,1.42,0.25,0.15149974580579562,0.026845637583892617,0.2483221476510067,0.053691275167785234,0.6711409395973155
203087,Jeremy Lamb,2013-14,4.47,4.04,2.87,2.14,0.28700906344410876,0.1649122807017544,0.4666666666666667,0.2596491228070175,0.10877192982456141
202391,Jeremy Lin,2013-14,4.71,3.95,4.09,3.62,0.17401841977702376,0.4735376044568245,0.3022284122562674,0.19080779944289694,0.033426183844011144
979,Jermaine O'Neal,2013-14,4.06,3.77,1.98,0.67,0.18743768693918245,0.026595744680851064,0.1276595744680851,0.07446808510638298,0.7712765957446809
201573,Jerryd Bayless,2013-14,4.41,3.77,4.57,4.23,0.18084772370486657,0.19444444444444445,0.3888888888888889,0.3854166666666667,0.03125
202690,Jimmer Fredette,2013-14,4.76,3.92,5.19,5.44,0.24724264705882354,0.27137546468401486,0.24535315985130113,0.46096654275092935,0.022304832713754646
202710,Jimmy Butler III,2013-14,4.35,4.07,2.48,1.4,0.18875147232037692,0.17160686427457097,0.39313572542901715,0.1544461778471139,0.28081123244929795
201149,Joakim Noah,2013-14,4.42,3.97,1.81,0.6,0.11504157218442933,0.1747700394218134,0.17082785808147175,0.02102496714848883,0.633377135348226
201975,Jodie Meeks,2013-14,4.63,4.19,2.29,1.84,0.24056321150389454,0.18181818181818182,0.5068493150684932,0.21793275217932753,0.09339975093399751
2207,Joe Johnson,2013-14,4.27,3.73,3.21,2.66,0.2846410684474123,0.2287390029325513,0.42717497556207235,0.28347996089931576,0.06060606060606061
200777,Joel Freeland,2013-14,4.5,4.03,1.39,0.31,0.19509345794392524,0.023952095808383235,0.3473053892215569,0.0,0.6287425149700598
203089,John Henson,2013-14,4.35,3.91,1.75,0.58,0.16490066225165562,0.04819277108433735,0.08433734939759036,0.0321285140562249,0.8353413654618473
